plz,abgefrage_plz,ort,angebotenes_impfzentrum,public_key_impfzentrum,distanz_zum_impfzentrum(km),json_daten_impfzentrum
49152,49152,Bad Essen,IZ Georgsmarienhütte,239504716203678,40,"{'resultList': [{'vaccinationCenterPk': 239504716203678, 'name': 'IZ Georgsmarienhütte', 'streetName': 'Leimbrink', 'streetNumber': '1-3', 'zipcode': '49124', 'city': 'Georgsmarienhütte', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 40, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
49163,49163,Bohmte,IZ Osnabrück - Wallenhorst,608148005102689,30,"{'resultList': [{'vaccinationCenterPk': 608148005102689, 'name': 'IZ Osnabrück - Wallenhorst', 'streetName': 'Borsigstraße', 'streetNumber': '2', 'zipcode': '49134', 'city': 'Wallenhorst', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 30, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
49170,49170,Hagen am Teutoburger Wald,IZ Georgsmarienhütte,239504716203678,15,"{'resultList': [{'vaccinationCenterPk': 239504716203678, 'name': 'IZ Georgsmarienhütte', 'streetName': 'Leimbrink', 'streetNumber': '1-3', 'zipcode': '49124', 'city': 'Georgsmarienhütte', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
49176,49176,Hilter am Teutoburger Wald,IZ Georgsmarienhütte,239504716203678,15,"{'resultList': [{'vaccinationCenterPk': 239504716203678, 'name': 'IZ Georgsmarienhütte', 'streetName': 'Leimbrink', 'streetNumber': '1-3', 'zipcode': '49124', 'city': 'Georgsmarienhütte', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
49179,49179,Ostercappeln,IZ Osnabrück - Wallenhorst,608148005102689,25,"{'resultList': [{'vaccinationCenterPk': 608148005102689, 'name': 'IZ Osnabrück - Wallenhorst', 'streetName': 'Borsigstraße', 'streetNumber': '2', 'zipcode': '49134', 'city': 'Wallenhorst', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 25, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
49186,49186,Bad Iburg,IZ Georgsmarienhütte,239504716203678,10,"{'resultList': [{'vaccinationCenterPk': 239504716203678, 'name': 'IZ Georgsmarienhütte', 'streetName': 'Leimbrink', 'streetNumber': '1-3', 'zipcode': '49124', 'city': 'Georgsmarienhütte', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 10, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
49191,49191,Belm,IZ Osnabrück - Wallenhorst,608148005102689,15,"{'resultList': [{'vaccinationCenterPk': 608148005102689, 'name': 'IZ Osnabrück - Wallenhorst', 'streetName': 'Borsigstraße', 'streetNumber': '2', 'zipcode': '49134', 'city': 'Wallenhorst', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
49196,49196,Bad Laer,IZ Georgsmarienhütte,239504716203678,15,"{'resultList': [{'vaccinationCenterPk': 239504716203678, 'name': 'IZ Georgsmarienhütte', 'streetName': 'Leimbrink', 'streetNumber': '1-3', 'zipcode': '49124', 'city': 'Georgsmarienhütte', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
49201,49201,Dissen am Teutoburger Wald,IZ Georgsmarienhütte,239504716203678,20,"{'resultList': [{'vaccinationCenterPk': 239504716203678, 'name': 'IZ Georgsmarienhütte', 'streetName': 'Leimbrink', 'streetNumber': '1-3', 'zipcode': '49124', 'city': 'Georgsmarienhütte', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
49205,49205,Hasbergen,IZ Georgsmarienhütte,239504716203678,15,"{'resultList': [{'vaccinationCenterPk': 239504716203678, 'name': 'IZ Georgsmarienhütte', 'streetName': 'Leimbrink', 'streetNumber': '1-3', 'zipcode': '49124', 'city': 'Georgsmarienhütte', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
49214,49214,Bad Rothenfelde,IZ Georgsmarienhütte,239504716203678,20,"{'resultList': [{'vaccinationCenterPk': 239504716203678, 'name': 'IZ Georgsmarienhütte', 'streetName': 'Leimbrink', 'streetNumber': '1-3', 'zipcode': '49124', 'city': 'Georgsmarienhütte', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
49219,49219,Glandorf,IZ Georgsmarienhütte,239504716203678,20,"{'resultList': [{'vaccinationCenterPk': 239504716203678, 'name': 'IZ Georgsmarienhütte', 'streetName': 'Leimbrink', 'streetNumber': '1-3', 'zipcode': '49124', 'city': 'Georgsmarienhütte', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
49324-49328,49324,Melle,IZ Georgsmarienhütte,239504716203678,30,"{'resultList': [{'vaccinationCenterPk': 239504716203678, 'name': 'IZ Georgsmarienhütte', 'streetName': 'Leimbrink', 'streetNumber': '1-3', 'zipcode': '49124', 'city': 'Georgsmarienhütte', 'scheduleSaturday': True, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 30, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
49356,49356,Diepholz,IZ Diepholz,388653711573632,55,"{'resultList': [{'vaccinationCenterPk': 388653711573632, 'name': 'IZ Diepholz', 'streetName': 'Marie-Hackfeld-Str.', 'streetNumber': '6', 'zipcode': '27211', 'city': 'Bassum', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 55, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
49377,49377,Vechta,Impfzentrum Vechta,529482002941528,15,"{'resultList': [{'vaccinationCenterPk': 529482002941528, 'name': 'Impfzentrum Vechta', 'streetName': 'Robert-Bosch-Straße', 'streetNumber': '1', 'zipcode': '49393', 'city': 'Lohne', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
49393,49393,Lohne (Oldenburg),Impfzentrum Vechta,529482002941528,5,"{'resultList': [{'vaccinationCenterPk': 529482002941528, 'name': 'Impfzentrum Vechta', 'streetName': 'Robert-Bosch-Straße', 'streetNumber': '1', 'zipcode': '49393', 'city': 'Lohne', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 5, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
49401,49401,Damme (Dümmer),Impfzentrum Vechta,529482002941528,20,"{'resultList': [{'vaccinationCenterPk': 529482002941528, 'name': 'Impfzentrum Vechta', 'streetName': 'Robert-Bosch-Straße', 'streetNumber': '1', 'zipcode': '49393', 'city': 'Lohne', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
49406,49406,Barnstorf,IZ Diepholz,388653711573632,30,"{'resultList': [{'vaccinationCenterPk': 388653711573632, 'name': 'IZ Diepholz', 'streetName': 'Marie-Hackfeld-Str.', 'streetNumber': '6', 'zipcode': '27211', 'city': 'Bassum', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 30, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
49406,49406,Drentwede,IZ Diepholz,388653711573632,30,"{'resultList': [{'vaccinationCenterPk': 388653711573632, 'name': 'IZ Diepholz', 'streetName': 'Marie-Hackfeld-Str.', 'streetNumber': '6', 'zipcode': '27211', 'city': 'Bassum', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 30, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
49406,49406,Eydelstedt,IZ Diepholz,388653711573632,30,"{'resultList': [{'vaccinationCenterPk': 388653711573632, 'name': 'IZ Diepholz', 'streetName': 'Marie-Hackfeld-Str.', 'streetNumber': '6', 'zipcode': '27211', 'city': 'Bassum', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 30, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
49413,49413,Dinklage,Impfzentrum Vechta,529482002941528,15,"{'resultList': [{'vaccinationCenterPk': 529482002941528, 'name': 'Impfzentrum Vechta', 'streetName': 'Robert-Bosch-Straße', 'streetNumber': '1', 'zipcode': '49393', 'city': 'Lohne', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
49419,49419,Wagenfeld,IZ Diepholz,388653711573632,40,"{'resultList': [{'vaccinationCenterPk': 388653711573632, 'name': 'IZ Diepholz', 'streetName': 'Marie-Hackfeld-Str.', 'streetNumber': '6', 'zipcode': '27211', 'city': 'Bassum', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 40, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
49424,49424,Goldenstedt,Impfzentrum Vechta,529482002941528,25,"{'resultList': [{'vaccinationCenterPk': 529482002941528, 'name': 'Impfzentrum Vechta', 'streetName': 'Robert-Bosch-Straße', 'streetNumber': '1', 'zipcode': '49393', 'city': 'Lohne', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 25, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
49429,49429,Visbek,Impfzentrum Vechta,529482002941528,25,"{'resultList': [{'vaccinationCenterPk': 529482002941528, 'name': 'Impfzentrum Vechta', 'streetName': 'Robert-Bosch-Straße', 'streetNumber': '1', 'zipcode': '49393', 'city': 'Lohne', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 25, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
49434,49434,Neuenkirchen-Vörden,Impfzentrum Vechta,529482002941528,25,"{'resultList': [{'vaccinationCenterPk': 529482002941528, 'name': 'Impfzentrum Vechta', 'streetName': 'Robert-Bosch-Straße', 'streetNumber': '1', 'zipcode': '49393', 'city': 'Lohne', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 25, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
49439,49439,Steinfeld (Oldenburg),Impfzentrum Vechta,529482002941528,10,"{'resultList': [{'vaccinationCenterPk': 529482002941528, 'name': 'Impfzentrum Vechta', 'streetName': 'Robert-Bosch-Straße', 'streetNumber': '1', 'zipcode': '49393', 'city': 'Lohne', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 10, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
49448,49448,Brockum,IZ Diepholz,388653711573632,60,"{'resultList': [{'vaccinationCenterPk': 388653711573632, 'name': 'IZ Diepholz', 'streetName': 'Marie-Hackfeld-Str.', 'streetNumber': '6', 'zipcode': '27211', 'city': 'Bassum', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 60, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
49448,49448,Hüde,IZ Diepholz,388653711573632,60,"{'resultList': [{'vaccinationCenterPk': 388653711573632, 'name': 'IZ Diepholz', 'streetName': 'Marie-Hackfeld-Str.', 'streetNumber': '6', 'zipcode': '27211', 'city': 'Bassum', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 60, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
49448,49448,Lemförde,IZ Diepholz,388653711573632,60,"{'resultList': [{'vaccinationCenterPk': 388653711573632, 'name': 'IZ Diepholz', 'streetName': 'Marie-Hackfeld-Str.', 'streetNumber': '6', 'zipcode': '27211', 'city': 'Bassum', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 60, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
49448,49448,Marl (Dümmer),IZ Diepholz,388653711573632,60,"{'resultList': [{'vaccinationCenterPk': 388653711573632, 'name': 'IZ Diepholz', 'streetName': 'Marie-Hackfeld-Str.', 'streetNumber': '6', 'zipcode': '27211', 'city': 'Bassum', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 60, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
49448,49448,Quernheim,IZ Diepholz,388653711573632,60,"{'resultList': [{'vaccinationCenterPk': 388653711573632, 'name': 'IZ Diepholz', 'streetName': 'Marie-Hackfeld-Str.', 'streetNumber': '6', 'zipcode': '27211', 'city': 'Bassum', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 60, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
49448,49448,Stemshorn,IZ Diepholz,388653711573632,60,"{'resultList': [{'vaccinationCenterPk': 388653711573632, 'name': 'IZ Diepholz', 'streetName': 'Marie-Hackfeld-Str.', 'streetNumber': '6', 'zipcode': '27211', 'city': 'Bassum', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 60, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
49451,49451,Holdorf (Niedersachsen),Impfzentrum Vechta,529482002941528,20,"{'resultList': [{'vaccinationCenterPk': 529482002941528, 'name': 'Impfzentrum Vechta', 'streetName': 'Robert-Bosch-Straße', 'streetNumber': '1', 'zipcode': '49393', 'city': 'Lohne', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 20, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
49453,49453,Barver,IZ Diepholz,388653711573632,40,"{'resultList': [{'vaccinationCenterPk': 388653711573632, 'name': 'IZ Diepholz', 'streetName': 'Marie-Hackfeld-Str.', 'streetNumber': '6', 'zipcode': '27211', 'city': 'Bassum', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 40, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
49453,49453,Dickel,IZ Diepholz,388653711573632,40,"{'resultList': [{'vaccinationCenterPk': 388653711573632, 'name': 'IZ Diepholz', 'streetName': 'Marie-Hackfeld-Str.', 'streetNumber': '6', 'zipcode': '27211', 'city': 'Bassum', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 40, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
49453,49453,Hemsloh,IZ Diepholz,388653711573632,40,"{'resultList': [{'vaccinationCenterPk': 388653711573632, 'name': 'IZ Diepholz', 'streetName': 'Marie-Hackfeld-Str.', 'streetNumber': '6', 'zipcode': '27211', 'city': 'Bassum', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 40, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
49453,49453,Rehden,IZ Diepholz,388653711573632,40,"{'resultList': [{'vaccinationCenterPk': 388653711573632, 'name': 'IZ Diepholz', 'streetName': 'Marie-Hackfeld-Str.', 'streetNumber': '6', 'zipcode': '27211', 'city': 'Bassum', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 40, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
49453,49453,Wetschen,IZ Diepholz,388653711573632,40,"{'resultList': [{'vaccinationCenterPk': 388653711573632, 'name': 'IZ Diepholz', 'streetName': 'Marie-Hackfeld-Str.', 'streetNumber': '6', 'zipcode': '27211', 'city': 'Bassum', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 40, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
49456,49456,Bakum,Impfzentrum Vechta,529482002941528,15,"{'resultList': [{'vaccinationCenterPk': 529482002941528, 'name': 'Impfzentrum Vechta', 'streetName': 'Robert-Bosch-Straße', 'streetNumber': '1', 'zipcode': '49393', 'city': 'Lohne', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 15, 'outOfStock': True, 'publicAppointment': True}], 'succeeded': True}"
49457,49457,Drebber,IZ Diepholz,388653711573632,45,"{'resultList': [{'vaccinationCenterPk': 388653711573632, 'name': 'IZ Diepholz', 'streetName': 'Marie-Hackfeld-Str.', 'streetNumber': '6', 'zipcode': '27211', 'city': 'Bassum', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 45, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
49459,49459,Lembruch,IZ Diepholz,388653711573632,55,"{'resultList': [{'vaccinationCenterPk': 388653711573632, 'name': 'IZ Diepholz', 'streetName': 'Marie-Hackfeld-Str.', 'streetNumber': '6', 'zipcode': '27211', 'city': 'Bassum', 'scheduleSaturday': False, 'scheduleSunday': False, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 55, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
49565,49565,Bramsche,IZ Osnabrück - Wallenhorst,608148005102689,10,"{'resultList': [{'vaccinationCenterPk': 608148005102689, 'name': 'IZ Osnabrück - Wallenhorst', 'streetName': 'Borsigstraße', 'streetNumber': '2', 'zipcode': '49134', 'city': 'Wallenhorst', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 10, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
49577,49577,Ankum,IZ Osnabrück - Wallenhorst,608148005102689,35,"{'resultList': [{'vaccinationCenterPk': 608148005102689, 'name': 'IZ Osnabrück - Wallenhorst', 'streetName': 'Borsigstraße', 'streetNumber': '2', 'zipcode': '49134', 'city': 'Wallenhorst', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 35, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
49577,49577,Eggermühlen,IZ Osnabrück - Wallenhorst,608148005102689,35,"{'resultList': [{'vaccinationCenterPk': 608148005102689, 'name': 'IZ Osnabrück - Wallenhorst', 'streetName': 'Borsigstraße', 'streetNumber': '2', 'zipcode': '49134', 'city': 'Wallenhorst', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 35, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
49577,49577,Kettenkamp,IZ Osnabrück - Wallenhorst,608148005102689,35,"{'resultList': [{'vaccinationCenterPk': 608148005102689, 'name': 'IZ Osnabrück - Wallenhorst', 'streetName': 'Borsigstraße', 'streetNumber': '2', 'zipcode': '49134', 'city': 'Wallenhorst', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 35, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
49584,49584,Fürstenau,IZ Osnabrück - Wallenhorst,608148005102689,45,"{'resultList': [{'vaccinationCenterPk': 608148005102689, 'name': 'IZ Osnabrück - Wallenhorst', 'streetName': 'Borsigstraße', 'streetNumber': '2', 'zipcode': '49134', 'city': 'Wallenhorst', 'scheduleSaturday': True, 'scheduleSunday': True, 'vaccineType': 'mRNA', 'interval1to2': 42, 'distance': 45, 'outOfStock': True, 'publicAppointment': False}], 'succeeded': True}"
